product_category,customer_city,jumlah_terjual
cool_stuff,nova friburgo,1
cool_stuff,tangara da serra,1
cool_stuff,sao sebastiao do paraiso,1
cool_stuff,sao paulo,1
cool_stuff,ico,1
cool_stuff,morrinhos,1
cool_stuff,belem,1
cool_stuff,cajati,1
cool_stuff,fortaleza,2
cool_stuff,aracaju,1
cool_stuff,itaja,1
cool_stuff,caieiras,1
cool_stuff,eloi mendes,1
cool_stuff,varre-sai,1
cool_stuff,parelhas,1
cool_stuff,maracanau,1
cool_stuff,brasilia,1
cool_stuff,cabo de santo agostinho,1
cool_stuff,graccho cardoso,1
cool_stuff,sao paulo,1
cool_stuff,sao paulo,1
cool_stuff,nossa senhora do socorro,1
cool_stuff,sao paulo,1
cool_stuff,itapetinga,1
cool_stuff,guarulhos,1
cool_stuff,londrina,1
cool_stuff,grao mogol,1
cool_stuff,jau,1
cool_stuff,belem do sao francisco,1
cool_stuff,limeira,1
cool_stuff,cotia,1
cool_stuff,sao paulo,1
cool_stuff,gravatai,1
cool_stuff,gravatai,1
cool_stuff,sao jose dos campos,1
furniture_decor,vitoria,1
furniture_decor,vitoria,2
furniture_decor,pelotas,3
furniture_decor,parnamirim,1
health_beauty,rio de janeiro,1
health_beauty,montes claros,1
sports_leisure,pau dos ferros,1
cool_stuff,sao paulo,1
auto,cajazeiras,1
baby,sao jose dos campos,1
luggage_accessories,sao paulo,1
fashion_shoes,vicentinopolis,1
telephony,teresina,1
cool_stuff,rio de janeiro,1
stationery,lagoa da prata,1
toys,sao paulo,1
sports_leisure,sao caetano do sul,1
stationery,francisco morato,1
health_beauty,santa rosa,1
fashion_bags_accessories,belo horizonte,1
stationery,teresopolis,1
stationery,sorocaba,1
sports_leisure,sorocaba,1
garden_tools,sao vicente,1
computers,campinas,1
computers,bocaiuva,1
computers,vitoria de santo antao,1
computers,rio de janeiro,1
computers,feira de santana,1
computers,feira de santana,2
computers,feira de santana,3
computers,rio de janeiro,1
auto,riachao das neves,1
home_construction,natal,1
watches_gifts,barreiras,1
watches_gifts,sao paulo,1
watches_gifts,aparecida do taboado,1
watches_gifts,natal,1
watches_gifts,goiania,1
cool_stuff,belo horizonte,1
cool_stuff,general salgado,1
construction_tools_construction,barueri,1
pet_shop,campos dos goytacazes,1
health_beauty,santa maria,1
health_beauty,armazem,1
small_appliances,sao paulo,1
perfumery,rio de janeiro,1
perfumery,sao paulo,1
perfumery,arapongas,1
perfumery,fortaleza,1
perfumery,fortaleza,2
perfumery,ipojuca,1
perfumery,cassilandia,1
perfumery,cachoeiras de macacu,1
perfumery,diadema,1
perfumery,silvania,1
watches_gifts,itabuna,1
watches_gifts,santa teresinha,1
agro_industry_and_commerce,cabo frio,1
health_beauty,ubatuba,1
health_beauty,sao paulo,1
health_beauty,criciuma,1
health_beauty,sao paulo,1
health_beauty,rio de janeiro,1
bed_bath_table,mogi das cruzes,1
bed_bath_table,rio de janeiro,1
bed_bath_table,pirai do sul,1
garden_tools,sao bernardo do campo,1
garden_tools,coronel fabriciano,1
garden_tools,nova aurora,1
perfumery,barbacena,1
musical_instruments,nova friburgo,1
bed_bath_table,rio de janeiro,1
bed_bath_table,rio de janeiro,1
furniture_decor,juiz de fora,1
computers_accessories,recife,1
sports_leisure,salvador,1
health_beauty,medianeira,1
health_beauty,santo andre,1
health_beauty,campinas,1
health_beauty,santo andre,1
health_beauty,recife,1
health_beauty,sao paulo,1
health_beauty,taubate,1
health_beauty,sao paulo,1
health_beauty,brasilia,1
health_beauty,sao jose,1
health_beauty,sao paulo,1
sports_leisure,santa isabel,1
telephony,belo horizonte,1
telephony,rio de janeiro,1
furniture_decor,campinas,1
furniture_decor,campinas,2
furniture_decor,campinas,3
furniture_decor,campinas,4
auto,niteroi,1
auto,sao jose,1
watches_gifts,cantanhede,1
bed_bath_table,brasilia,1
furniture_decor,sao paulo,1
computers_accessories,uruacu,1
watches_gifts,vicosa,1
watches_gifts,chapeco,1
watches_gifts,fortaleza,1
watches_gifts,presidente prudente,1
watches_gifts,belo horizonte,1
watches_gifts,itatiba,1
watches_gifts,sao paulo,1
watches_gifts,barra do pirai,1
furniture_decor,matao,1
baby,sao paulo,1
bed_bath_table,santos,2
sports_leisure,rio das ostras,1
bed_bath_table,sao paulo,1
bed_bath_table,santo antonio de jesus,1
small_appliances,cabo de santo agostinho,1
housewares,guaranesia,1
housewares,belo horizonte,1
housewares,barueri,1
furniture_living_room,niteroi,1
sports_leisure,selbach,1
sports_leisure,manaus,1
sports_leisure,brasilia,1
sports_leisure,santa cruz da conceicao,1
sports_leisure,vila velha,1
sports_leisure,itajuba,1
home_construction,oeiras do para,1
home_construction,ribeirao preto,1
home_construction,sao paulo,1
home_construction,sao paulo,1
home_construction,rio claro,1
home_construction,ribeirao preto,1
home_construction,garca,1
home_construction,montes claros,1
pet_shop,xambre,1
pet_shop,pocos de caldas,1
pet_shop,ribeirao preto,1
pet_shop,sao paulo,1
housewares,sao paulo,1
housewares,ribeirao preto,1
housewares,sao jose dos campos,1
housewares,curitiba,1
housewares,sao paulo,1
housewares,sao paulo,2
furniture_decor,iguatu,1
furniture_decor,iguatu,2
furniture_decor,iguatu,3
furniture_decor,muriae,1
furniture_decor,muriae,2
bed_bath_table,viradouro,1
bed_bath_table,bueno brandao,1
bed_bath_table,avare,1
bed_bath_table,pindamonhangaba,1
bed_bath_table,coluna,1
bed_bath_table,guarulhos,1
bed_bath_table,votorantim,1
bed_bath_table,serrana,1
bed_bath_table,guaiba,1
bed_bath_table,jundiai,1
bed_bath_table,vila velha,1
perfumery,joao monlevade,1
sports_leisure,sao paulo,1
sports_leisure,sao paulo,2
signaling_and_security,varginha,1
signaling_and_security,julio de castilhos,1
air_conditioning,sao paulo,1
fashion_bags_accessories,salvador,1
furniture_decor,rio de janeiro,1
sports_leisure,santo andre,1
sports_leisure,poco redondo,1
sports_leisure,poco redondo,2
telephony,porto alegre,1
telephony,porto alegre,2
telephony,porto feliz,1
bed_bath_table,sao jose dos pinhais,1
art,sao paulo,1
bed_bath_table,americana,1
garden_tools,araucaria,1
fashion_bags_accessories,prado,1
consoles_games,valinhos,1
housewares,belo horizonte,1
luggage_accessories,quatro bocas,1
bed_bath_table,santo andre,1
consoles_games,sao paulo,1
sports_leisure,mage,1
sports_leisure,ipatinga,1
sports_leisure,patrocinio,1
sports_leisure,niteroi,1
cool_stuff,brasilia,1
cool_stuff,barbacena,1
cool_stuff,santana de parnaiba,1
cool_stuff,belo horizonte,1
cool_stuff,sao joao do piaui,1
consoles_games,serra,1
consoles_games,curitiba,1
consoles_games,betim,1
consoles_games,sao paulo,1
watches_gifts,almirante tamandare,1
toys,sucesso,1
bed_bath_table,nova odessa,2
baby,teresina,1
furniture_living_room,belo horizonte,1
auto,cachoeira paulista,1
home_appliances,sao paulo,1
home_appliances,pedreira,1
watches_gifts,ribeirao das neves,1
bed_bath_table,rio de janeiro,2
bed_bath_table,duque de caxias,1
bed_bath_table,vitoria,1
bed_bath_table,goiania,1
bed_bath_table,belo horizonte,1
bed_bath_table,campo bom,1
bed_bath_table,passo fundo,2
bed_bath_table,belo horizonte,1
bed_bath_table,cruz alta,3
bed_bath_table,campo do meio,1
bed_bath_table,sao paulo,1
bed_bath_table,sao paulo,1
auto,sao paulo,1
auto,brasilia,1
auto,sao paulo,1
sports_leisure,barueri,1
bed_bath_table,contagem,1
bed_bath_table,diadema,1
bed_bath_table,mage,1
bed_bath_table,mage,2
bed_bath_table,campinas,2
toys,rio de janeiro,1
toys,limeira,2
toys,lagarto,1
health_beauty,nova ponte,1
health_beauty,vitoria,1
health_beauty,belo horizonte,2
health_beauty,sao paulo,1
housewares,sao paulo,1
garden_tools,sao paulo,1
sports_leisure,sao paulo,1
telephony,brasilia,1
telephony,uberlandia,1
telephony,uberlandia,1
office_furniture,mogi-guacu,1
watches_gifts,nova odessa,1
sports_leisure,sao paulo,1
fashion_bags_accessories,cacapava,1
housewares,belo horizonte,1
housewares,belo horizonte,2
housewares,belo horizonte,3
housewares,belo horizonte,4
housewares,sao goncalo,1
housewares,mage,1
housewares,itaquaquecetuba,1
housewares,osasco,1
home_construction,andradina,1
fashion_bags_accessories,santo andre,1
housewares,oliveira,1
computers_accessories,belo horizonte,1
sports_leisure,bebedouro,1
stationery,guarulhos,1
sports_leisure,sao paulo,1
telephony,rio de janeiro,1
telephony,sao jose do rio preto,1
telephony,fortaleza,1
telephony,sao paulo,1
telephony,sao jose do rio preto,1
telephony,itajai,1
telephony,uberlandia,1
telephony,curitiba,1
telephony,botucatu,1
telephony,belo horizonte,1
telephony,londrina,1
telephony,sao paulo,1
telephony,sao paulo,1
telephony,sao paulo,1
telephony,conchas,1
telephony,araraquara,1
telephony,belem,1
books_general_interest,lauro de freitas,1
computers_accessories,novo hamburgo,1
computers_accessories,sorocaba,1
computers_accessories,guarulhos,1
perfumery,rio de janeiro,1
toys,brasilia,1
costruction_tools_tools,sao paulo,1
toys,sao jose do rio pardo,1
toys,caucaia,1
toys,rio de janeiro,1
toys,ouro fino,1
toys,sao paulo,1
telephony,sao paulo,2
telephony,diadema,1
garden_tools,cachoeirinha,1
housewares,sao paulo,1
fashion_underwear_beach,sao paulo,1
fashion_underwear_beach,sao paulo,1
fashion_underwear_beach,sao paulo,1
luggage_accessories,contagem,1
electronics,osasco,1
electronics,guaira,1
electronics,itu,1
electronics,campinas,1
electronics,guarulhos,1
electronics,guarulhos,2
housewares,cuiaba,1
auto,santos,1
fashion_shoes,pindamonhangaba,1
sports_leisure,rio de janeiro,1
construction_tools_construction,santa rita de caldas,1
construction_tools_construction,santa rita de caldas,2
health_beauty,porto alegre,1
health_beauty,rio branco,1
watches_gifts,osasco,1
watches_gifts,sao paulo,1
watches_gifts,feira de santana,1
watches_gifts,curitiba,1
watches_gifts,sao paulo,1
watches_gifts,belo horizonte,1
watches_gifts,rio de janeiro,1
watches_gifts,guaruja,1
watches_gifts,ituverava,1
watches_gifts,natal,1
watches_gifts,natal,2
watches_gifts,rio de janeiro,1
furniture_decor,niteroi,2
furniture_decor,niteroi,3
furniture_decor,niteroi,4
furniture_decor,passos,1
bed_bath_table,sao paulo,1
cool_stuff,monte mor,1
cool_stuff,aracaju,1
cool_stuff,sao paulo,1
housewares,caieiras,1
sports_leisure,ibate,1
sports_leisure,ibate,1
sports_leisure,xinguara,1
stationery,londrina,1
stationery,londrina,2
stationery,cornelio procopio,1
stationery,botucatu,1
stationery,campinas,1
stationery,araraquara,1
stationery,sao bernardo do campo,1
toys,sao bernardo do campo,1
air_conditioning,cariacica,1
air_conditioning,osasco,1
air_conditioning,curitiba,1
air_conditioning,esmeraldas,1
air_conditioning,sorocaba,1
air_conditioning,diadema,1
air_conditioning,barueri,1
air_conditioning,sao paulo,1
bed_bath_table,sao paulo,1
bed_bath_table,sao paulo,1
pet_shop,presidente prudente,1
pet_shop,francisco morato,1
toys,americana,2
baby,sao sebastiao do passe,1
computers_accessories,arcos,1
bed_bath_table,sao paulo,1
bed_bath_table,sao paulo,1
bed_bath_table,sao paulo,2
bed_bath_table,jandira,1
bed_bath_table,brasilia,1
bed_bath_table,belo horizonte,1
bed_bath_table,santo andre,1
bed_bath_table,salvador,1
bed_bath_table,rio de janeiro,1
bed_bath_table,diadema,1
bed_bath_table,diadema,2
bed_bath_table,aruja,1
bed_bath_table,sao paulo,1
bed_bath_table,rio de janeiro,1
bed_bath_table,itabuna,1
bed_bath_table,sao paulo,1
bed_bath_table,rio de janeiro,1
bed_bath_table,santa rosa,1
bed_bath_table,caieiras,1
bed_bath_table,tres coracoes,1
bed_bath_table,salvador,2
bed_bath_table,goiania,1
bed_bath_table,sao paulo,1
bed_bath_table,sao paulo,1
bed_bath_table,brasilia,1
perfumery,campos dos goytacazes,1
perfumery,canoinhas,1
perfumery,canoas,1
perfumery,belem,1
perfumery,brasilia,1
perfumery,pirai,1
perfumery,brasilia,1
perfumery,sao luis,1
perfumery,valenca,1
perfumery,belo horizonte,1
perfumery,belo horizonte,2
perfumery,guariba,1
perfumery,sao paulo,1
perfumery,contagem,1
perfumery,contagem,2
perfumery,abreu e lima,1
perfumery,maceio,1
perfumery,sao bernardo do campo,1
perfumery,rio de janeiro,1
perfumery,lagoa dourada,1
perfumery,lagoa dourada,2
perfumery,serra,1
perfumery,tijucas,1
perfumery,sao paulo,1
perfumery,dois vizinhos,1
perfumery,elisio medrado,1
perfumery,belford roxo,1
perfumery,santa albertina,1
perfumery,joaquim nabuco,1
perfumery,rio de janeiro,1
perfumery,itanhaem,1
perfumery,betim,1
perfumery,indaiatuba,1
perfumery,uberaba,1
perfumery,nilopolis,1
perfumery,medianeira,1
perfumery,sao paulo,1
perfumery,porto alegre,1
perfumery,sao vicente,1
perfumery,alegrete,1
perfumery,sao paulo,1
perfumery,campos dos goytacazes,1
perfumery,santo andre,1
perfumery,santo andre,2
perfumery,rio das pedras,1
perfumery,goitacazes,1
perfumery,indaial,1
perfumery,colinas,1
perfumery,colinas,2
perfumery,ananindeua,1
perfumery,coronel fabriciano,1
perfumery,torres,1
perfumery,sao leopoldo,1
perfumery,posse,1
perfumery,sao luis,1
perfumery,manhumirim,1
perfumery,patos,1
perfumery,palhoca,1
perfumery,campo largo,1
perfumery,rio de janeiro,1
perfumery,brasilia,1
perfumery,rio de janeiro,1
perfumery,duque de caxias,1
electronics,muriae,1
electronics,sao jose dos campos,1
electronics,belo horizonte,1
electronics,sao paulo,1
electronics,embu das artes,1
toys,sao paulo,1
fashion_male_clothing,vila velha,1
pet_shop,campo grande,1
baby,rio de janeiro,1
baby,sao paulo,1
health_beauty,cascavel,1
watches_gifts,sao joao do manteninha,1
watches_gifts,recife,1
bed_bath_table,aracariguama,1
bed_bath_table,cambuci,1
bed_bath_table,muriae,1
bed_bath_table,muriae,2
health_beauty,recife,1
toys,aruja,1
toys,araquari,1
housewares,jacarei,1
luggage_accessories,sao paulo,1
sports_leisure,leme,1
stationery,rio de janeiro,1
stationery,resende,1
stationery,sao paulo,1
stationery,sao paulo,2
stationery,belo horizonte,1
stationery,belo horizonte,2
stationery,belo horizonte,3
stationery,belo horizonte,4
home_construction,resende,1
home_construction,sorocaba,1
watches_gifts,joao pessoa,1
bed_bath_table,sao paulo,1
bed_bath_table,rio de janeiro,1
bed_bath_table,catanduva,1
bed_bath_table,mineiros,1
bed_bath_table,mineiros,2
cool_stuff,curitiba,1
sports_leisure,santana de parnaiba,1
sports_leisure,ibicarai,1
sports_leisure,capinzal do norte,1
housewares,sao paulo,1
housewares,taboao da serra,1
housewares,sao paulo,1
art,sao paulo,1
health_beauty,sao paulo,1
health_beauty,campinas,1
consoles_games,rio de janeiro,1
consoles_games,rio de janeiro,2
consoles_games,rio de janeiro,3
fashion_bags_accessories,lorena,1
fashion_bags_accessories,paracatu,1
fashion_bags_accessories,mogi das cruzes,1
fashion_bags_accessories,itapevi,1
bed_bath_table,sao paulo,1
auto,rio de janeiro,1
computers_accessories,niteroi,1
sports_leisure,osasco,1
sports_leisure,osasco,2
furniture_decor,sao paulo,1
housewares,sao caetano do sul,1
costruction_tools_tools,campo mourao,1
bed_bath_table,brasilia,1
bed_bath_table,registro,1
home_appliances,barroso,1
home_appliances,canoas,1
garden_tools,sao paulo,1
kitchen_dining_laundry_garden_furniture,itaquaquecetuba,1
kitchen_dining_laundry_garden_furniture,sao paulo,1
kitchen_dining_laundry_garden_furniture,caete,1
housewares,itapuranga,2
toys,santo andre,1
health_beauty,belo horizonte,1
electronics,brasilia,1
electronics,bom conselho,1
electronics,taboao da serra,1
electronics,sao paulo,1
electronics,sorocaba,1
electronics,forquilhinha,1
electronics,camaragibe,1
electronics,campo grande,1
electronics,guaratingueta,1
electronics,rio de janeiro,1
electronics,mirassol,1
electronics,rio de janeiro,1
electronics,rio de janeiro,1
electronics,belo horizonte,1
electronics,sao paulo,1
pet_shop,belo horizonte,1
sports_leisure,sao paulo,1
sports_leisure,sao paulo,2
sports_leisure,canoas,1
baby,santo andre,1
housewares,belo horizonte,1
housewares,belo horizonte,2
baby,dourados,1
baby,rio de janeiro,3
office_furniture,rio de janeiro,1
office_furniture,rio de janeiro,2
office_furniture,sao paulo,1
luggage_accessories,maceio,1
luggage_accessories,fortaleza,1
electronics,portao,1
electronics,portao,2
electronics,jose de freitas,1
electronics,sao paulo,1
electronics,icara,1
electronics,brumadinho,1
electronics,sao paulo,1
electronics,sao paulo,1
electronics,barueri,1
electronics,marilia,1
electronics,sao paulo,1
electronics,campinas,1
electronics,carazinho,1
electronics,nova iguacu,1
electronics,nova iguacu,2
electronics,nova iguacu,3
health_beauty,sao paulo,1
health_beauty,sao carlos,1
toys,contagem,1
toys,formosa,1
toys,belo horizonte,1
toys,marataizes,1
toys,sao paulo,1
toys,maringa,1
toys,porto feliz,1
toys,sao paulo,1
toys,rio de janeiro,1
toys,pato branco,1
toys,juiz de fora,1
toys,brasilia,1
toys,belo horizonte,1
toys,esteio,1
toys,rio de janeiro,1
toys,nova russas,1
toys,rio de janeiro,1
toys,campinas,1
toys,montes claros,1
toys,rafard,1
toys,rafard,2
toys,campinas,1
toys,mostardas,1
toys,inhauma,1
sports_leisure,sao paulo,1
sports_leisure,sao paulo,2
industry_commerce_and_business,guarulhos,1
industry_commerce_and_business,teresopolis,1
computers_accessories,anapolis,1
computers_accessories,rio de janeiro,1
computers_accessories,curitiba,1
computers_accessories,sao jose,1
computers_accessories,rio paranaiba,1
computers_accessories,rio novo do sul,1
computers_accessories,caxias do sul,1
computers_accessories,bacabal,1
computers_accessories,itabuna,1
computers_accessories,itabuna,2
computers_accessories,jacare,1
computers_accessories,belo horizonte,1
computers_accessories,itabira,1
computers_accessories,brasilia,1
computers_accessories,contagem,1
computers_accessories,itajuba,1
computers_accessories,curitiba,1
computers_accessories,sao paulo,1
computers_accessories,rio de janeiro,1
computers_accessories,serra,1
computers_accessories,rio claro,1
computers_accessories,cariacica,1
office_furniture,medianeira,1
telephony,santiago,1
telephony,guararapes,1
telephony,sao paulo,1
telephony,cornelio procopio,1
telephony,osasco,1
fixed_telephony,sao paulo,1
bed_bath_table,marilia,1
bed_bath_table,niteroi,1
bed_bath_table,sao paulo,5
bed_bath_table,sao paulo,2
bed_bath_table,barra de sao joao,1
bed_bath_table,rio de janeiro,1
bed_bath_table,belo horizonte,3
bed_bath_table,maua,1
fashion_shoes,coronel fabriciano,1
fashion_shoes,brasilia,1
cool_stuff,maringa,1
cool_stuff,jacarei,1
cool_stuff,sao paulo,1
cool_stuff,porto velho,1
cool_stuff,recife,1
cool_stuff,curitiba,1
cool_stuff,virgolandia,1
cool_stuff,santo antonio de jesus,1
cool_stuff,jaboatao dos guararapes,1
cool_stuff,sao paulo,1
cool_stuff,bauru,1
cool_stuff,aguas lindas de goias,1
cool_stuff,araraquara,1
cool_stuff,penapolis,1
cool_stuff,tangara da serra,1
cool_stuff,teresopolis,1
cool_stuff,erere,1
cool_stuff,teresopolis,1
cool_stuff,fortaleza,1
construction_tools_lights,suzano,1
sports_leisure,araquari,1
housewares,chapeco,1
bed_bath_table,rio de janeiro,1
bed_bath_table,sao paulo,1
construction_tools_safety,itatiba,1
bed_bath_table,barbacena,1
bed_bath_table,barbacena,2
bed_bath_table,nova lima,1
bed_bath_table,nova lima,2
bed_bath_table,rio grande,1
bed_bath_table,jose bonifacio,1
bed_bath_table,niteroi,1
bed_bath_table,sao paulo,1
bed_bath_table,sao jose dos campos,1
bed_bath_table,sao jose dos campos,2
bed_bath_table,raposos,1
bed_bath_table,conselheiro lafaiete,1
bed_bath_table,osasco,1
bed_bath_table,ribeirao preto,1
bed_bath_table,jundiai,1
bed_bath_table,guaratingueta,1
bed_bath_table,sao jose do rio pardo,1
bed_bath_table,cantagalo,1
bed_bath_table,sao paulo,1
bed_bath_table,torres,1
auto,brasilia,1
bed_bath_table,campos dos goytacazes,1
baby,piracicaba,1
baby,osasco,1
baby,brasilia,1
baby,itaquaquecetuba,1
toys,jaboticabal,1
perfumery,ipatinga,1
consoles_games,brasilia,1
consoles_games,ribeirao preto,1
auto,curitiba,1
auto,brasilia,1
computers_accessories,urubici,1
computers_accessories,ribeirao preto,1
furniture_decor,vitoria,2
watches_gifts,rio de janeiro,1
auto,triunfo,1
musical_instruments,sorocaba,1
musical_instruments,sao paulo,1
musical_instruments,sao paulo,1
musical_instruments,concordia,1
musical_instruments,trairi,1
musical_instruments,macapa,1
musical_instruments,sao joao da boa vista,1
sports_leisure,guaruja,1
sports_leisure,itupeva,1
sports_leisure,montes claros,1
sports_leisure,santos,1
sports_leisure,fortaleza,1
sports_leisure,almirante tamandare,1
sports_leisure,vicosa,1
sports_leisure,sao luis,1
sports_leisure,aracaju,1
sports_leisure,rio de janeiro,1
sports_leisure,rio de janeiro,1
sports_leisure,vila velha,1
sports_leisure,sao paulo,1
sports_leisure,sao paulo,2
sports_leisure,santa barbara d'oeste,1
sports_leisure,sao paulo,1
sports_leisure,curitiba,1
sports_leisure,curitiba,2
sports_leisure,curitiba,3
sports_leisure,curitiba,4
sports_leisure,rio bonito do iguacu,1
sports_leisure,osasco,1
sports_leisure,sao paulo,1
sports_leisure,curitiba,1
sports_leisure,fortaleza,1
sports_leisure,santos,1
sports_leisure,sao paulo,1
sports_leisure,sao paulo,2
sports_leisure,sao paulo,3
sports_leisure,varzea grande,1
sports_leisure,piuma,1
sports_leisure,piuma,2
sports_leisure,piracicaba,1
sports_leisure,campo grande,1
sports_leisure,florianopolis,1
sports_leisure,quatigua,1
sports_leisure,sao paulo,1
sports_leisure,embu-guacu,1
sports_leisure,barra do pirai,1
sports_leisure,sao paulo,1
sports_leisure,osasco,1
sports_leisure,nova iguacu,1
sports_leisure,sao vicente,1
sports_leisure,rio de janeiro,1
sports_leisure,goiania,1
sports_leisure,pelotas,1
sports_leisure,cacequi,1
sports_leisure,rio de janeiro,1
sports_leisure,rio de janeiro,2
sports_leisure,feira de santana,1
sports_leisure,volta redonda,1
sports_leisure,rio de janeiro,1
sports_leisure,sao paulo,2
sports_leisure,sao paulo,1
sports_leisure,sao paulo,1
sports_leisure,sao paulo,1
sports_leisure,campinas,1
sports_leisure,macapa,1
sports_leisure,sao bernardo do campo,1
sports_leisure,brasilia,1
sports_leisure,brasilia,2
sports_leisure,contagem,1
sports_leisure,nova iguacu,1
sports_leisure,recife,1
sports_leisure,rio claro,1
sports_leisure,rio claro,2
sports_leisure,santos,1
sports_leisure,carapicuiba,1
sports_leisure,ipatinga,1
sports_leisure,santos,1
sports_leisure,aracatuba,1
sports_leisure,aracatuba,2
sports_leisure,aracatuba,3
sports_leisure,ribeirao preto,1
sports_leisure,porto alegre,1
sports_leisure,sao paulo,1
sports_leisure,osasco,1
sports_leisure,taboao da serra,1
sports_leisure,barretos,1
sports_leisure,itumbiara,1
sports_leisure,orlandia,1
sports_leisure,guarulhos,1
sports_leisure,ferraz de vasconcelos,1
sports_leisure,fortaleza,1
sports_leisure,sao paulo,1
sports_leisure,santa cruz do sul,1
sports_leisure,lorena,1
sports_leisure,palhoca,1
sports_leisure,garopaba,3
sports_leisure,sao paulo,1
sports_leisure,ferraz de vasconcelos,1
sports_leisure,votuporanga,1
health_beauty,iguaba grande,1
health_beauty,araxa,1
construction_tools_construction,sao paulo,2
construction_tools_construction,dois irmaos do buriti,1
bed_bath_table,sao paulo,1
bed_bath_table,vila velha,1
bed_bath_table,sao paulo,1
computers_accessories,rio de janeiro,1
computers_accessories,braganca paulista,1
computers_accessories,santana de parnaiba,1
computers_accessories,faxinal dos guedes,1
computers_accessories,curitiba,1
computers_accessories,belem,1
computers_accessories,belem,2
computers_accessories,belem,3
computers_accessories,rio de janeiro,1
computers_accessories,rio de janeiro,2
computers_accessories,cachoeirinha,1
computers_accessories,cachoeirinha,2
computers_accessories,cachoeirinha,3
computers_accessories,cachoeirinha,4
furniture_decor,sao paulo,1
fashion_bags_accessories,florianopolis,1
furniture_decor,sao paulo,1
furniture_decor,campo grande,1
furniture_decor,porto alegre,1
furniture_decor,porto alegre,2
furniture_decor,niteroi,1
furniture_decor,niteroi,2
furniture_decor,niteroi,3
watches_gifts,brasilia,1
watches_gifts,santa maria,1
construction_tools_construction,sao jeronimo,1
luggage_accessories,belo horizonte,1
luggage_accessories,russas,2
luggage_accessories,vicosa,1
furniture_decor,sao paulo,1
